target,flow_actual,UP,DOWN,AMB32,SYS
1300,1307.04,0.652683,0.707047,1082289741,248284999
1300,1302.95,0.652719,0.707241,1082289744,248286959
1350,1319.54,0.65277,0.707438,1082289745,248288919
1350,1348.89,0.652809,0.707629,1082289747,248290879
1350,1356.98,0.652853,0.70782,1082289748,248292839
1350,1358.04,0.652892,0.708005,1082289749,248294799
1350,1354.41,0.652936,0.708185,1082289752,248296759
1400,1368.07,0.652973,0.708367,1082289753,248298719
1400,1396.42,0.65301,0.708547,1082289754,248300679
1400,1406.09,0.653052,0.708722,1082289756,248302639
1400,1408.41,0.653088,0.708896,1082289758,248304599
1400,1405.93,0.653126,0.709072,1082289759,248306559
1450,1417.49,0.653166,0.709251,1082289760,248308519
1450,1445.33,0.653201,0.709422,1082289761,248310479
1450,1455.42,0.653238,0.709587,1082289763,248312439
1450,1458.66,0.653273,0.709757,1082289764,248314399
1450,1456.68,0.653312,0.709923,1082289766,248316309
1500,1468.04,0.653363,0.710176,1082289768,248319293
1500,1498.76,0.653402,0.710345,1082289769,248321255
1500,1507.08,0.653437,0.710504,1082289770,248323215
1500,1508.73,0.653478,0.710663,1082289772,248325175
1500,1505.12,0.653513,0.710832,1082289773,248327135
1550,1518.67,0.653553,0.711006,1082289776,248329095
1550,1547.89,0.653571,0.711121,1082289777,248331055
1550,1556.08,0.653553,0.71089,1082289778,248333015
1550,1558.39,0.653524,0.710463,1082289779,248334975
1550,1556.18,0.653492,0.709947,1082289780,248336935
1600,1568.38,0.653472,0.709384,1082289782,248338895
1600,1596.68,0.653444,0.708786,1082289784,248340855
1600,1605.3,0.653419,0.708205,1082289786,248342815
1600,1608.56,0.653392,0.707619,1082289788,248344775
1600,1607.04,0.65337,0.707023,1082289789,248346735
1650,1618.12,0.653345,0.706416,1082289789,248348695
1650,1646.55,0.653315,0.705802,1082289791,248350655
1650,1654.48,0.653293,0.705212,1082289793,248352615
1650,1657.64,0.653262,0.704632,1082289793,248354575
1650,1656.84,0.653237,0.704056,1082289795,248356535
1700,1668.51,0.653208,0.703468,1082289796,248358495
1700,1695.47,0.653179,0.70288,1082289797,248360455
1700,1704.05,0.653151,0.702328,1082289798,248362365
1700,1707.82,0.653114,0.70153,1082289800,248365349
1700,1707.89,0.65309,0.701013,1082289802,248367311
1750,1719.95,0.653055,0.70049,1082289803,248369271
1750,1747.09,0.653029,0.69995,1082289802,248371231
1750,1754.61,0.653001,0.699463,1082289804,248373191
1750,1757.98,0.652974,0.698987,1082289806,248375151
1750,1757.24,0.652946,0.698504,1082289807,248377111
1800,1769.33,0.652915,0.69801,1082289808,248379071
1800,1797.88,0.652883,0.697534,1082289809,248381031
1800,1804.69,0.652859,0.697093,1082289809,248382991
1800,1807.79,0.65283,0.696675,1082289810,248384951
1800,1807.18,0.652802,0.696244,1082289812,248386911
1850,1819.64,0.652774,0.695809,1082289812,248388871
1850,1847.44,0.652747,0.695367,1082289813,248390831
1850,1854.36,0.652714,0.694958,1082289815,248392791
1850,1857.47,0.652693,0.694571,1082289815,248394751
1850,1857.41,0.652665,0.694176,1082289815,248396711
1900,1869.79,0.65264,0.693784,1082289816,248398671
1900,1896.38,0.652613,0.693387,1082289817,248400631
1900,1903.6,0.652585,0.693021,1082289817,248402591
1900,1907.16,0.652563,0.692676,1082289817,248404551
1900,1907.76,0.652538,0.692315,1082289819,248406511
1950,1919.69,0.652508,0.691955,1082289819,248408421
1950,1946.6,0.652473,0.691428,1082289821,248411405
1950,1953.6,0.652443,0.691098,1082289822,248413367
1950,1957.22,0.652417,0.690769,1082289822,248415327
1950,1958.18,0.652392,0.690434,1082289823,248417287
2000,1969.62,0.65237,0.690094,1082289824,248419247
2000,1995.78,0.652344,0.689774,1082289824,248421207
2000,2003.3,0.652326,0.689479,1082289826,248423167
2000,2007.07,0.652305,0.689185,1082289827,248425127
2000,2008.43,0.652282,0.688887,1082289827,248427087
2050,2020.65,0.652264,0.688585,1082289827,248429047
2050,2045.3,0.652238,0.688289,1082289828,248431007
2050,2052.9,0.652221,0.68801,1082289829,248432967
2050,2056.79,0.652204,0.687737,1082289830,248434927
2050,2058.54,0.652188,0.687459,1082289830,248436887
2100,2069.78,0.652169,0.687174,1082289831,248438847
2100,2096.29,0.652147,0.6869,1082289831,248440807
2100,2103.64,0.65213,0.686644,1082289832,248442767
2100,2107.31,0.65211,0.686382,1082289832,248444727
2100,2108.35,0.652091,0.68612,1082289833,248446687
2150,2119.7,0.652074,0.685862,1082289833,248448647
2150,2145.91,0.652057,0.685604,1082289834,248450607
2150,2152.71,0.652045,0.685361,1082289835,248452567
2150,2156.21,0.652036,0.685115,1082289835,248454477
2150,2158.21,0.652015,0.684747,1082289836,248457461
2200,2169.53,0.652009,0.684498,1082289836,248459423
2200,2194.64,0.651989,0.684264,1082289837,248461384
2200,2202.75,0.651973,0.684043,1082289836,248463344
2200,2206.61,0.651956,0.683819,1082289837,248465304
2200,2208.73,0.651945,0.683586,1082289838,248467264
2250,2219.31,0.651938,0.683359,1082289839,248469224
2250,2244.76,0.651924,0.683132,1082289841,248471184
2250,2252.65,0.651922,0.682928,1082289841,248473144
2250,2256.46,0.651916,0.682718,1082289843,248475104
2250,2258.85,0.651911,0.682505,1082289842,248477064
2300,2271.07,0.651903,0.682292,1082289843,248479024
2300,2296.4,0.651886,0.68208,1082289844,248480984
2300,2303.55,0.651876,0.681885,1082289845,248482944
2300,2305.01,0.651869,0.681684,1082289845,248484904
2300,2305.02,0.651865,0.681489,1082289845,248486864
2350,2327.58,0.651859,0.681291,1082289846,248488824
2350,2348.39,0.651855,0.681095,1082289847,248490784
2350,2353.09,0.651857,0.680909,1082289847,248492744
2350,2356.31,0.651855,0.680732,1082289847,248494704
2350,2357.32,0.651845,0.680546,1082289847,248496664
2400,2368.28,0.65184,0.680358,1082289848,248498624
2400,2393.8,0.651827,0.680169,1082289849,248500584
2400,2401.78,0.651817,0.679909,1082289851,248503517
2400,2405.32,0.651809,0.679732,1082289851,248505479
2400,2408.15,0.651805,0.679556,1082289851,248507440
2450,2419.6,0.651803,0.679382,1082289853,248509400
2450,2444.05,0.651799,0.679209,1082289853,248511360
2450,2452.18,0.6518,0.679041,1082289853,248513320
2450,2455.9,0.651796,0.678877,1082289853,248515280
2450,2459.01,0.651792,0.678707,1082289854,248517240
2500,2470.23,0.651794,0.678535,1082289855,248519200
2500,2493.52,0.651794,0.67837,1082289854,248521160
2500,2501.94,0.651795,0.678217,1082289854,248523120
2500,2505.71,0.651793,0.678063,1082289856,248525080
2500,2508.88,0.651797,0.677909,1082289857,248527040
300,145.262,0.651803,0.677748,1082289858,248529000
300,330.665,0.651831,0.677671,1082289858,248530960
300,293.131,0.651895,0.677949,1082289859,248532920
300,297.827,0.651973,0.678413,1082289860,248534880
300,302.788,0.652052,0.678968,1082289860,248536840
350,339.791,0.652129,0.679552,1082289860,248538800
350,358.125,0.652202,0.680154,1082289861,248540760
350,356.255,0.65228,0.680755,1082289860,248542720
350,350.789,0.652357,0.681364,1082289861,248544680
350,347.822,0.652429,0.681992,1082289861,248546640
400,386.395,0.652558,0.682956,1082289863,248549573
400,407.141,0.652643,0.683586,1082289864,248551535
400,405.401,0.652723,0.684192,1082289865,248553496
400,401.093,0.652808,0.684797,1082289866,248555456
400,398.078,0.652892,0.685414,1082289867,248557416
450,427.801,0.65298,0.686042,1082289868,248559376
450,453.928,0.653062,0.68663,1082289870,248561336
450,457.324,0.653143,0.687197,1082289871,248563296
450,455.268,0.653228,0.687768,1082289871,248565256
450,451.603,0.653312,0.688344,1082289873,248567216
500,473.218,0.6534,0.688929,1082289875,248569176
500,502.763,0.653481,0.689499,1082289876,248571136
500,507.423,0.653566,0.690025,1082289876,248573096
500,504.103,0.653644,0.690528,1082289878,248575056
500,500.004,0.653734,0.691042,1082289879,248577016
550,524.98,0.653824,0.691569,1082289880,248578976
550,552.711,0.653909,0.692082,1082289881,248580936
550,557.891,0.653989,0.692543,1082289882,248582896
550,555.052,0.654077,0.69299,1082289883,248584856
550,550.627,0.654167,0.693437,1082289884,248586816
600,572.943,0.654254,0.693895,1082289884,248588776
600,603.816,0.654332,0.694358,1082289886,248590736
600,607.757,0.65442,0.694784,1082289886,248592696
600,603.374,0.654502,0.695211,1082289888,248594607
600,599.275,0.654619,0.695837,1082289889,248597591
650,627.21,0.654702,0.69627,1082289891,248599552
650,656.192,0.654783,0.696657,1082289892,248601512
650,656.55,0.654866,0.697047,1082289892,248603472
650,651.045,0.654946,0.697429,1082289894,248605432
650,648.678,0.655028,0.697819,1082289894,248607392
700,682.445,0.655106,0.698211,1082289896,248609352
700,705.646,0.65526,0.698927,1082289899,248613275
700,700.117,0.65534,0.699285,1082289901,248615235
700,698.378,0.655414,0.69965,1082289902,248617195
700,699.299,0.655495,0.700011,1082289903,248619155
750,734.374,0.655566,0.700377,1082289904,248621115
750,758.214,0.65565,0.700742,1082289905,248623075
750,755.77,0.655725,0.701075,1082289906,248625035
750,750.2,0.655797,0.701421,1082289907,248626995
750,747.615,0.655876,0.701771,1082289908,248628955
800,786.521,0.655954,0.702114,1082289909,248630915
800,809.163,0.656024,0.702451,1082289911,248632875
800,803.888,0.656095,0.702771,1082289911,248634835
800,798.745,0.656164,0.703088,1082289913,248636795
800,798.56,0.656236,0.703417,1082289913,248638755
850,839.891,0.6563,0.703736,1082289914,248640665
850,859.346,0.65641,0.704206,1082289915,248643649
850,852.684,0.656474,0.704499,1082289916,248645611
850,848.758,0.656543,0.704808,1082289918,248647571
850,848.823,0.656607,0.705112,1082289918,248649531
900,890.82,0.656677,0.705419,1082289920,248651491
900,909.464,0.656742,0.705706,1082289921,248653451
900,903.066,0.656803,0.705979,1082289922,248655411
900,898.186,0.656866,0.706264,1082289924,248657371
900,898.106,0.656929,0.706547,1082289925,248659331
950,940.394,0.656997,0.706828,1082289927,248661291
950,959.358,0.65706,0.707112,1082289927,248663251
950,954.327,0.657122,0.707375,1082289928,248665211
950,948.502,0.657182,0.707641,1082289929,248667171
950,948.061,0.657239,0.707904,1082289930,248669131
1000,988.284,0.657299,0.708167,1082289931,248671091
1000,1008.94,0.657354,0.708431,1082289932,248673051
1000,1005.35,0.657409,0.708671,1082289933,248675011
1000,999.666,0.65747,0.708924,1082289934,248676971
1000,997.772,0.657526,0.709177,1082289935,248678931
1050,1035.88,0.657587,0.709423,1082289936,248680891
1050,1058.39,0.657644,0.70967,1082289937,248682851
1050,1056.43,0.657698,0.709908,1082289938,248684811
1050,1050.0,0.657749,0.71014,1082289939,248686721
1050,1047.83,0.657832,0.7105,1082289940,248689705
1100,1082.43,0.657889,0.710744,1082289942,248691667
1100,1107.0,0.657943,0.71098,1082289943,248693627
1100,1107.43,0.658001,0.711205,1082289944,248695587
1100,1102.39,0.658054,0.711427,1082289946,248697547
1100,1098.4,0.658108,0.711649,1082289946,248699507
1150,1129.35,0.658155,0.71187,1082289947,248701467
1150,1155.45,0.658204,0.712088,1082289948,248703427
1150,1157.96,0.658249,0.7123,1082289949,248705387
1150,1153.49,0.6583,0.712512,1082289950,248707347
1150,1148.98,0.658342,0.712724,1082289951,248709307
1200,1177.03,0.65839,0.712941,1082289952,248711267
1200,1203.7,0.658438,0.713145,1082289953,248713227
1200,1208.19,0.658483,0.713341,1082289955,248715187
1200,1205.17,0.658529,0.713542,1082289955,248717147
1200,1200.43,0.658572,0.713743,1082289956,248719107
1250,1223.36,0.658615,0.713949,1082289957,248721067
1250,1251.69,0.658657,0.714148,1082289957,248723027
1250,1257.81,0.658698,0.71434,1082289958,248724987
1250,1256.54,0.65874,0.714531,1082289958,248726947
1250,1251.83,0.658778,0.714725,1082289960,248728907
1300,1271.13,0.658825,0.714919,1082289962,248730867
1300,1300.43,0.658872,0.71512,1082289962,248732777
1300,1307.58,0.658931,0.7154,1082289965,248735761
1300,1307.0,0.658971,0.715584,1082289966,248737723
1300,1302.95,0.659014,0.715766,1082289967,248739683
1350,1320.05,0.659052,0.715954,1082289967,248741643
1350,1348.65,0.659091,0.716139,1082289969,248743603
1350,1356.97,0.659128,0.716314,1082289970,248745563
1350,1358.08,0.659168,0.716482,1082289971,248747523
1350,1354.61,0.659203,0.716658,1082289972,248749483
1400,1367.75,0.659251,0.716839,1082289972,248751443
1400,1396.26,0.659289,0.717014,1082289974,248753403
1400,1405.84,0.659325,0.717179,1082289975,248755363
1400,1408.46,0.659362,0.717344,1082289976,248757323
1400,1406.03,0.6594,0.717509,1082289978,248759283
1450,1417.92,0.659437,0.717673,1082289979,248761243
1450,1445.69,0.659468,0.717851,1082289980,248763203
1450,1455.69,0.659503,0.718018,1082289981,248765163
1450,1458.64,0.659538,0.71818,1082289983,248767123
1450,1456.41,0.659575,0.718353,1082289984,248769083
1500,1468.99,0.659614,0.718513,1082289986,248771043
1500,1499.14,0.659643,0.718677,1082289986,248773003
1500,1507.21,0.659681,0.718833,1082289988,248774963
1500,1508.42,0.65971,0.718988,1082289989,248776923
1500,1504.78,0.659743,0.719141,1082289990,248778833
1550,1518.27,0.659761,0.719306,1082289991,248781817
1550,1547.8,0.659732,0.719034,1082289992,248783779
1550,1555.93,0.659689,0.71858,1082289993,248785739
1550,1558.43,0.659641,0.718027,1082289994,248787699
1550,1556.23,0.659601,0.717444,1082289996,248789659
1600,1568.5,0.659566,0.716843,1082289997,248791619
1600,1596.72,0.659527,0.716243,1082289999,248793579
1600,1605.08,0.659485,0.715642,1082290000,248795539
1600,1608.41,0.659442,0.715017,1082290000,248797499
1600,1607.25,0.659387,0.71438,1082290000,248799459
1650,1618.71,0.659339,0.713744,1082290001,248801419
1650,1646.82,0.659294,0.713145,1082290002,248803379
1650,1654.68,0.659243,0.712545,1082290003,248805339
1650,1657.81,0.659189,0.711931,1082290004,248807299
1650,1656.96,0.65914,0.711314,1082290004,248809259
1700,1668.25,0.659087,0.710707,1082290004,248811219
1700,1695.59,0.659033,0.710141,1082290005,248813179
1700,1704.07,0.658986,0.709578,1082290005,248815139
1700,1707.8,0.658934,0.709012,1082290007,248817099
1700,1704.64,0.658825,0.707856,1082290008,248821001
1750,1715.32,0.658774,0.707328,1082290009,248822961
1750,1746.65,0.658727,0.706839,1082290009,248824872
1750,1754.34,0.658646,0.706085,1082290010,248827856
1750,1757.6,0.658584,0.705557,1082290009,248829818
1750,1757.07,0.65853,0.705045,1082290009,248831778
1800,1770.79,0.658489,0.704599,1082290009,248833738
1800,1797.41,0.658433,0.704168,1082290011,248835698
1800,1804.66,0.658381,0.703729,1082290012,248837658
1800,1807.65,0.658325,0.703271,1082290013,248839618
1800,1807.1,0.658274,0.702816,1082290012,248841578
1850,1819.7,0.658222,0.702408,1082290013,248843538
1850,1847.53,0.658173,0.702,1082290011,248845498
1850,1854.06,0.658125,0.70159,1082290012,248847458
1850,1857.37,0.658073,0.70117,1082290012,248849418
1850,1857.67,0.658028,0.70076,1082290011,248851378
1900,1869.73,0.657978,0.700381,1082290011,248853338
1900,1895.94,0.657923,0.700012,1082290012,248855298
1900,1903.48,0.65788,0.699631,1082290012,248857258
1900,1907.04,0.657825,0.699241,1082290013,248859218
1900,1907.91,0.65778,0.698856,1082290014,248861178
1950,1920.5,0.657736,0.698512,1082290014,248863138
1950,1946.86,0.65769,0.698168,1082290014,248865098
1950,1953.75,0.657646,0.697813,1082290014,248867058
1950,1957.35,0.657599,0.697461,1082290015,248869018
1950,1958.24,0.657553,0.697107,1082290015,248870928
2000,1968.95,0.65749,0.696598,1082290016,248873912
2000,1995.61,0.657458,0.696283,1082290016,248875874
2000,2003.39,0.657419,0.695959,1082290016,248877834
2000,2007.12,0.657373,0.695632,1082290016,248879794
2000,2008.35,0.657333,0.695302,1082290017,248881754
2050,2018.73,0.657302,0.694987,1082290017,248883714
2050,2045.07,0.657262,0.694699,1082290017,248885674
2050,2053.38,0.657225,0.694395,1082290017,248887634
2050,2057.3,0.657191,0.694088,1082290017,248889594
2050,2058.65,0.657158,0.693788,1082290018,248891554
2100,2068.63,0.65712,0.693492,1082290018,248893514
2100,2095.88,0.657087,0.693225,1082290018,248895474
2100,2103.9,0.657061,0.692952,1082290019,248897434
2100,2107.82,0.657024,0.692671,1082290019,248899394
2100,2108.41,0.656992,0.692387,1082290020,248901354
2150,2121.07,0.656964,0.692118,1082290019,248903314
2150,2145.96,0.65694,0.691862,1082290020,248905274
2150,2153.07,0.65691,0.691606,1082290020,248907234
2150,2156.71,0.656884,0.691344,1082290019,248909194
2150,2158.21,0.656859,0.691085,1082290019,248911154
2200,2169.0,0.656829,0.690829,1082290020,248913114
2200,2194.35,0.656804,0.690593,1082290020,248915074
2200,2202.59,0.656777,0.690355,1082290019,248916984
2200,2206.11,0.656743,0.689995,1082290020,248919968
2200,2208.58,0.65672,0.689759,1082290019,248921930
2250,2220.4,0.656702,0.689528,1082290019,248923890
2250,2245.21,0.656675,0.689313,1082290020,248925850
2250,2252.66,0.656652,0.689091,1082290020,248927810
2250,2256.45,0.656629,0.688857,1082290021,248929770
2250,2258.6,0.6566,0.68863,1082290020,248931730
2300,2270.53,0.656584,0.688404,1082290020,248933690
2300,2296.53,0.656565,0.688194,1082290021,248935650
2300,2303.52,0.656543,0.687982,1082290022,248937610
2300,2305.01,0.656521,0.687771,1082290022,248939570
2300,2305.02,0.656498,0.687546,1082290023,248941530
2350,2327.23,0.656484,0.687336,1082290023,248943490
2350,2347.93,0.656464,0.687141,1082290023,248945450
2350,2352.82,0.656444,0.686941,1082290023,248947410
2350,2356.24,0.656429,0.686744,1082290023,248949370
2350,2357.8,0.65641,0.686548,1082290023,248951330
2400,2368.96,0.656396,0.686357,1082290023,248953290
2400,2393.65,0.656387,0.686177,1082290024,248955250
2400,2402.11,0.65637,0.685995,1082290024,248957210
2400,2405.65,0.656352,0.685806,1082290024,248959170
2400,2408.51,0.656343,0.685625,1082290024,248961130
2450,2419.84,0.656332,0.685441,1082290025,248963040
2450,2444.04,0.656325,0.685192,1082290026,248966024
2450,2452.2,0.656317,0.685019,1082290026,248967986
2450,2455.89,0.65631,0.684852,1082290026,248969946
2450,2458.9,0.656301,0.684669,1082290026,248971906
2500,2469.34,0.656295,0.684505,1082290027,248973866
2500,2493.49,0.656294,0.684348,1082290028,248975826
2500,2501.75,0.656287,0.684188,1082290028,248977786
2500,2505.34,0.656285,0.684023,1082290028,248979746
2500,2508.62,0.656278,0.683862,1082290027,248981706
300,205.159,0.656273,0.683698,1082290028,248983666
300,358.843,0.6563,0.683657,1082290027,248985626
300,299.98,0.656371,0.683936,1082290026,248987586
300,298.086,0.656446,0.684392,1082290026,248989546
300,299.839,0.656531,0.68493,1082290027,248991506
350,339.859,0.656609,0.685515,1082290027,248993466
350,358.065,0.656691,0.686126,1082290026,248995426
350,356.017,0.656776,0.686736,1082290027,248997386
350,350.625,0.656862,0.687346,1082290028,248999346
350,347.729,0.656943,0.687971,1082290028,249001306
400,385.655,0.657029,0.688598,1082290029,249003266
400,406.833,0.657118,0.689241,1082290029,249005226
400,405.492,0.657209,0.689853,1082290029,249007186
400,401.422,0.657292,0.690459,1082290029,249009096
400,398.395,0.657422,0.691377,1082290029,249012080
450,428.923,0.657517,0.691998,1082290028,249014042
450,453.497,0.657615,0.6926,1082290028,249016002
450,457.342,0.657705,0.693156,1082290029,249017962
450,455.165,0.657796,0.693699,1082290030,249019922
450,451.966,0.657888,0.694261,1082290029,249021882
500,472.857,0.657994,0.694824,1082290031,249023842
500,503.017,0.658087,0.695392,1082290031,249025802
500,507.435,0.658179,0.695924,1082290032,249027762
500,504.12,0.658273,0.696436,1082290031,249029722
500,500.089,0.658365,0.696954,1082290033,249031682
550,524.756,0.658468,0.697487,1082290033,249033642
550,553.168,0.658562,0.697989,1082290034,249035602
550,558.058,0.658662,0.698447,1082290036,249037562
550,555.186,0.658759,0.698891,1082290036,249039522
550,550.427,0.658853,0.699352,1082290036,249041482
600,573.173,0.65895,0.699832,1082290037,249043442
600,603.194,0.65904,0.700292,1082290038,249045402
600,607.693,0.659131,0.700715,1082290039,249047362
600,603.499,0.659224,0.70113,1082290040,249049322
600,599.265,0.65932,0.701549,1082290041,249051282
650,626.888,0.65941,0.701972,1082290042,249053242
650,656.551,0.659508,0.702395,1082290042,249055152
650,656.667,0.659643,0.702978,1082290044,249058136
650,651.166,0.659731,0.703356,1082290045,249060098
650,648.433,0.659819,0.703745,1082290046,249062058
700,681.48,0.659916,0.704143,1082290047,249064018
700,708.496,0.659997,0.704519,1082290048,249065978
700,705.414,0.660082,0.704874,1082290049,249067938
700,699.935,0.660167,0.705234,1082290050,249069898
700,698.248,0.660256,0.705596,1082290050,249071858
750,733.944,0.660344,0.705959,1082290051,249073818
750,758.606,0.660427,0.706305,1082290052,249075778
750,755.288,0.660513,0.706629,1082290052,249077738
750,749.74,0.660592,0.706957,1082290053,249079698
750,748.35,0.660678,0.707298,1082290054,249081658
800,786.985,0.660758,0.707634,1082290055,249083618
800,808.699,0.660833,0.707947,1082290054,249085578
800,803.838,0.660907,0.708256,1082290054,249087538
800,798.748,0.660987,0.708564,1082290056,249089498
800,798.502,0.661068,0.708876,1082290057,249091458
850,839.807,0.661141,0.709184,1082290057,249093418
850,859.104,0.661215,0.709468,1082290058,249095378
850,853.099,0.661287,0.709746,1082290060,249097338
850,848.663,0.66136,0.710038,1082290060,249099298
850,848.565,0.661429,0.710331,1082290062,249101208
900,891.402,0.661538,0.71077,1082290065,249104192
900,909.749,0.661608,0.711044,1082290066,249106154
900,902.959,0.661668,0.711308,1082290066,249108114
900,897.867,0.661737,0.711587,1082290067,249110074
900,898.479,0.661801,0.711861,1082290067,249112034
950,940.953,0.661867,0.712138,1082290068,249113994
950,959.494,0.661934,0.712406,1082290069,249115954
950,954.42,0.662001,0.712658,1082290070,249117914
950,948.807,0.662067,0.712917,1082290070,249119874
950,947.693,0.662128,0.71318,1082290072,249121834
1000,988.332,0.662199,0.713438,1082290072,249123794
1000,1008.94,0.662253,0.71368,1082290073,249125754
1000,1005.16,0.662307,0.713919,1082290074,249127714
1000,999.226,0.662361,0.714165,1082290074,249129674
1000,997.82,0.66242,0.714406,1082290075,249131634
1050,1036.49,0.662481,0.71465,1082290075,249133594
1050,1058.32,0.662531,0.714879,1082290076,249135554
1050,1056.5,0.662588,0.715097,1082290078,249137514
1050,1050.42,0.662639,0.715325,1082290079,249139474
1050,1047.95,0.662691,0.715551,1082290080,249141434
1100,1083.08,0.662743,0.715767,1082290081,249143394
1100,1106.98,0.662804,0.715982,1082290083,249145354
1100,1107.62,0.662847,0.716187,1082290083,249147264
1100,1102.05,0.662926,0.716489,1082290085,249150248
1100,1098.46,0.662978,0.716699,1082290086,249152210
1150,1129.14,0.663027,0.716908,1082290088,249154170
1150,1155.57,0.663073,0.717117,1082290088,249156130
1150,1158.03,0.663129,0.717323,1082290089,249158090
1150,1153.65,0.663175,0.71752,1082290090,249160050
1150,1149.1,0.663226,0.717721,1082290090,249162010
1200,1176.88,0.663271,0.717922,1082290091,249163970
1200,1203.82,0.663317,0.718106,1082290093,249165930
1200,1207.98,0.663365,0.718295,1082290094,249167890
1200,1204.87,0.663405,0.718478,1082290095,249169850
1200,1200.63,0.663447,0.718672,1082290096,249171810
1250,1223.94,0.663485,0.718859,1082290097,249173770
1250,1252.12,0.66353,0.719039,1082290098,249175730
1250,1257.89,0.663577,0.719216,1082290100,249177690
1250,1256.33,0.663618,0.719391,1082290100,249179650
1250,1251.59,0.663657,0.719572,1082290100,249181610
1300,1270.78,0.663701,0.719759,1082290101,249183570
1300,1300.49,0.663738,0.71994,1082290101,249185530
1300,1307.48,0.663773,0.720106,1082290102,249187490
1300,1307.19,0.663815,0.720271,1082290101,249189450
1300,1303.11,0.663851,0.720443,1082290102,249191410
1350,1319.89,0.663889,0.720611,1082290102,249193370
1350,1348.54,0.663943,0.720862,1082290104,249196303
1350,1357.05,0.663978,0.721024,1082290106,249198265
1350,1358.08,0.664015,0.721179,1082290106,249200226
1350,1354.48,0.664051,0.721335,1082290108,249202186
1400,1367.96,0.664082,0.721489,1082290109,249204146
1400,1396.32,0.664112,0.721644,1082290110,249206106
1400,1405.93,0.664144,0.721796,1082290110,249208066
1400,1408.46,0.66418,0.721944,1082290111,249210026
1400,1406.08,0.664205,0.722086,1082290112,249211986
1450,1417.59,0.664237,0.722229,1082290112,249213946
1450,1445.97,0.664265,0.722375,1082290113,249215906
1450,1455.72,0.66429,0.722511,1082290114,249217866
1450,1458.66,0.664326,0.722651,1082290114,249219826
1450,1456.5,0.664355,0.722783,1082290115,249221786
1500,1469.3,0.664385,0.722926,1082290115,249223746
1500,1498.68,0.664406,0.723066,1082290116,249225706
1500,1507.13,0.66443,0.723195,1082290117,249227666
1500,1508.44,0.664458,0.723324,1082290118,249229626
1500,1504.79,0.664483,0.723457,1082290119,249231586
1550,1518.97,0.664508,0.723593,1082290121,249233546
1550,1547.74,0.664527,0.723711,1082290122,249235506
1550,1555.87,0.664489,0.723549,1082290124,249237466
1550,1558.45,0.664433,0.723131,1082290125,249239426
1550,1556.18,0.664341,0.722304,1082290126,249242359
1600,1568.02,0.664279,0.721691,1082290127,249244321
1600,1596.97,0.664216,0.721054,1082290128,249246282
1600,1605.32,0.664156,0.72042,1082290128,249248242
1600,1608.42,0.664093,0.719786,1082290129,249250202
1600,1607.0,0.664029,0.719135,1082290130,249252162
1650,1618.45,0.663958,0.718479,1082290130,249254122
1650,1646.4,0.663888,0.717815,1082290130,249256082
1650,1654.75,0.663821,0.717176,1082290131,249258042
1650,1657.9,0.663758,0.716545,1082290131,249260002
1650,1657.15,0.663684,0.715909,1082290132,249261962
1700,1669.22,0.66361,0.715257,1082290132,249263922
1700,1695.04,0.663537,0.714604,1082290132,249265882
1700,1703.71,0.663463,0.714009,1082290132,249267842
1700,1707.82,0.663392,0.713425,1082290132,249269802
1700,1708.31,0.663315,0.712839,1082290132,249271762
1750,1719.26,0.663229,0.712248,1082290132,249273722
1750,1746.94,0.66315,0.711649,1082290132,249275682
1750,1754.72,0.663076,0.711076,1082290132,249277642
1750,1757.92,0.663001,0.710536,1082290132,249279602
1750,1757.22,0.662925,0.70999,1082290131,249281562
1800,1770.42,0.662843,0.709427,1082290131,249283522
1800,1797.79,0.662764,0.708866,1082290131,249285482
1800,1805.07,0.662645,0.708124,1082290130,249288415
1800,1807.92,0.662563,0.707647,1082290130,249290377
1800,1807.0,0.662491,0.707156,1082290130,249292338
1850,1819.32,0.662412,0.706653,1082290130,249294298
1850,1847.07,0.662332,0.706169,1082290129,249296258
1850,1854.05,0.662258,0.705712,1082290129,249298218
1850,1857.48,0.662185,0.705266,1082290128,249300178
1850,1857.79,0.662104,0.704811,1082290128,249302138
1900,1869.67,0.662031,0.704354,1082290129,249304098
1900,1896.44,0.661952,0.703899,1082290127,249306058
1900,1903.96,0.661878,0.703491,1082290127,249308018
1900,1907.4,0.661802,0.703077,1082290127,249309978
1900,1907.86,0.661726,0.702657,1082290126,249311938
1950,1919.84,0.66165,0.70223,1082290126,249313898
1950,1946.65,0.661582,0.70181,1082290125,249315858
1950,1953.74,0.661516,0.701427,1082290125,249317818
1950,1957.22,0.661452,0.701043,1082290124,249319778
1950,1957.83,0.66138,0.700654,1082290124,249321738
2000,1969.59,0.661307,0.700263,1082290124,249323698
2000,1995.57,0.661233,0.699862,1082290123,249325658
2000,2003.31,0.661161,0.699493,1082290123,249327618
2000,2007.06,0.6611,0.699141,1082290123,249329578
2000,2008.46,0.661038,0.698776,1082290123,249331538
2050,2019.74,0.66094,0.698231,1082290122,249334471
2050,2045.52,0.660879,0.697885,1082290123,249336433
2050,2052.8,0.660818,0.69755,1082290122,249338394
2050,2056.75,0.660756,0.697215,1082290122,249340354
2050,2058.56,0.660694,0.696877,1082290120,249342314
2100,2069.43,0.660631,0.696541,1082290121,249344274
