target,flow_actual,UP,DOWN,AMB32,SYS
500,506.296,0.662053,0.696584,1082290011,252188891
500,508.199,0.662108,0.697048,1082290010,252190851
500,503.078,0.662156,0.697507,1082290009,252192762
500,498.637,0.662236,0.698205,1082290008,252195746
550,528.237,0.662288,0.698689,1082290008,252197707
550,553.821,0.662343,0.69914,1082290008,252199667
550,558.366,0.662396,0.699561,1082290007,252201627
550,554.434,0.662446,0.699971,1082290007,252203587
550,549.606,0.662502,0.700402,1082290006,252205547
600,573.103,0.662555,0.700826,1082290006,252207507
600,604.105,0.662607,0.701238,1082290006,252209467
600,607.689,0.662651,0.701617,1082290005,252211427
600,603.363,0.662704,0.701989,1082290004,252213387
600,599.543,0.662756,0.702367,1082290003,252215347
650,626.353,0.662808,0.702763,1082290003,252217307
650,656.114,0.662852,0.703156,1082290002,252219267
650,656.536,0.6629,0.703508,1082290001,252221227
650,651.353,0.66295,0.703852,1082290002,252223187
650,649.014,0.662996,0.704208,1082290001,252225147
700,681.937,0.663044,0.704552,1082290002,252227107
700,707.499,0.66309,0.704907,1082290002,252229067
700,705.887,0.663137,0.705226,1082290002,252231027
700,699.934,0.663191,0.705546,1082290002,252232987
700,698.416,0.663232,0.705879,1082290001,252234947
750,733.926,0.663275,0.706206,1082290002,252236907
750,758.199,0.663327,0.706533,1082290000,252238817
750,755.636,0.663387,0.706985,1082290000,252241801
750,749.838,0.663426,0.707292,1082290000,252243763
750,748.328,0.66347,0.707596,1082290000,252245723
800,786.286,0.663515,0.707904,1082290000,252247683
800,808.632,0.663562,0.708202,1082289999,252249643
800,803.912,0.663605,0.708475,1082289999,252251603
800,798.641,0.663649,0.708759,1082289999,252253563
800,798.603,0.663693,0.709048,1082289999,252255523
850,840.087,0.66373,0.709339,1082290000,252257483
850,859.286,0.663775,0.709616,1082290000,252259443
850,853.432,0.663811,0.709876,1082290001,252261403
850,848.038,0.663856,0.710147,1082290001,252263363
850,848.635,0.663895,0.710415,1082290001,252265323
900,891.963,0.663935,0.710672,1082290001,252267283
900,909.337,0.663978,0.710929,1082290001,252269243
900,903.296,0.664013,0.711169,1082290002,252271203
900,898.199,0.664057,0.711422,1082290001,252273163
900,898.261,0.664098,0.711673,1082290002,252275123
950,941.408,0.664132,0.711923,1082290003,252277083
950,959.585,0.664168,0.712175,1082290004,252279043
950,953.673,0.664202,0.712415,1082290003,252281003
950,948.314,0.664236,0.712643,1082290003,252282963
950,948.147,0.664268,0.712882,1082290003,252284873
1000,989.212,0.664311,0.713238,1082290004,252287857
1000,1009.13,0.664342,0.713468,1082290004,252289819
1000,1005.38,0.664368,0.71369,1082290004,252291779
1000,999.374,0.664401,0.713911,1082290004,252293739
1000,997.594,0.664428,0.714137,1082290004,252295699
1050,1036.57,0.66446,0.714371,1082290004,252297659
1050,1058.17,0.664484,0.71459,1082290004,252299619
1050,1056.4,0.664511,0.714805,1082290005,252301579
1050,1050.24,0.664542,0.715015,1082290005,252303539
1050,1047.69,0.664575,0.715232,1082290005,252305499
1100,1082.99,0.664601,0.715452,1082290007,252307459
1100,1106.91,0.664625,0.715659,1082290008,252309419
1100,1107.4,0.664648,0.715861,1082290008,252311379
1100,1102.05,0.664673,0.716057,1082290009,252313339
1100,1098.28,0.664699,0.716253,1082290008,252315299
1150,1130.32,0.664723,0.716461,1082290009,252317259
1150,1155.95,0.664756,0.716661,1082290008,252319219
1150,1157.68,0.664781,0.716847,1082290008,252321179
1150,1153.21,0.664803,0.71704,1082290009,252323139
1150,1149.2,0.664831,0.717234,1082290009,252325099
1200,1177.52,0.66485,0.717427,1082290009,252327059
1200,1203.79,0.664871,0.717621,1082290009,252329019
1200,1208.06,0.664897,0.717807,1082290010,252330929
1200,1204.94,0.66493,0.718082,1082290010,252333913
1200,1200.42,0.664948,0.718267,1082290010,252335875
1250,1223.27,0.66497,0.718453,1082290009,252337835
1250,1252.46,0.664995,0.718631,1082290010,252339795
1250,1257.8,0.665021,0.7188,1082290010,252341755
1250,1256.09,0.665042,0.718975,1082290010,252343715
1250,1251.77,0.66506,0.719154,1082290010,252345675
1300,1271.62,0.665081,0.719333,1082290010,252347635
1300,1300.04,0.665103,0.719505,1082290011,252349595
1300,1307.13,0.665118,0.719667,1082290011,252351555
1300,1307.47,0.66514,0.719832,1082290012,252353515
1300,1303.38,0.665158,0.720004,1082290011,252355475
1350,1319.8,0.665184,0.720172,1082290012,252357435
1350,1348.49,0.66521,0.720334,1082290013,252359395
1350,1356.72,0.665233,0.720491,1082290013,252361355
1350,1357.92,0.665252,0.720643,1082290013,252363315
1350,1354.59,0.66527,0.7208,1082290013,252365275
1400,1368.04,0.665294,0.72096,1082290013,252367235
1400,1396.51,0.665312,0.721115,1082290014,252369195
1400,1406.07,0.665331,0.721267,1082290014,252371155
1400,1408.34,0.665344,0.721417,1082290014,252373115
1400,1405.83,0.665364,0.721558,1082290014,252375075
1450,1418.27,0.665387,0.721712,1082290015,252377035
1450,1446.58,0.665411,0.721934,1082290015,252379968
1450,1456.19,0.665428,0.722078,1082290015,252381930
1450,1458.55,0.665447,0.72222,1082290015,252383891
1450,1455.95,0.665454,0.722369,1082290016,252385851
1500,1469.25,0.665471,0.722513,1082290017,252387811
1500,1498.72,0.665486,0.722657,1082290017,252389771
1500,1506.51,0.665499,0.722787,1082290018,252391731
1500,1508.18,0.665515,0.722929,1082290018,252393691
1500,1504.99,0.665533,0.723062,1082290018,252395651
1550,1518.56,0.665551,0.723197,1082290018,252397611
1550,1547.9,0.665555,0.723302,1082290018,252399571
1550,1555.86,0.665504,0.723061,1082290019,252401531
1550,1558.25,0.665444,0.722611,1082290019,252403491
1550,1556.05,0.665378,0.722054,1082290020,252405451
1600,1568.44,0.665319,0.721453,1082290020,252407411
1600,1596.68,0.665261,0.720816,1082290020,252409371
1600,1605.1,0.6652,0.720184,1082290020,252411331
1600,1608.26,0.66514,0.719544,1082290020,252413291
1600,1606.93,0.665076,0.718904,1082290020,252415251
1650,1619.12,0.665015,0.718259,1082290021,252417211
1650,1646.14,0.664949,0.717597,1082290021,252419171
1650,1654.24,0.664887,0.716964,1082290021,252421131
1650,1657.75,0.664825,0.716339,1082290020,252423091
1650,1657.08,0.664722,0.715396,1082290020,252426024
1700,1669.19,0.664651,0.714773,1082290021,252427986
1700,1695.23,0.664585,0.714151,1082290020,252429947
1700,1703.39,0.664519,0.713575,1082290020,252431907
1700,1707.69,0.664455,0.713016,1082290020,252433867
1700,1708.13,0.66438,0.712451,1082290020,252435827
1750,1719.72,0.664307,0.711873,1082290019,252437787
1750,1747.04,0.664241,0.711298,1082290018,252439747
1750,1754.61,0.664168,0.710778,1082290019,252441707
1750,1757.94,0.664107,0.710263,1082290019,252443667
1750,1757.35,0.664045,0.70975,1082290019,252445627
1800,1770.4,0.663978,0.709212,1082290019,252447587
1800,1797.02,0.66391,0.708681,1082290019,252449547
1800,1804.02,0.663843,0.708203,1082290019,252451507
1800,1807.6,0.663777,0.707733,1082290020,252453467
1800,1807.59,0.663705,0.707264,1082290020,252455427
1850,1819.57,0.663642,0.706789,1082290020,252457387
1850,1846.8,0.663572,0.706311,1082290020,252459347
1850,1854.12,0.663515,0.70588,1082290020,252461307
1850,1857.63,0.663455,0.70545,1082290020,252463267
1850,1857.62,0.663388,0.705032,1082290021,252465227
1900,1869.58,0.663324,0.70459,1082290021,252467187
1900,1896.5,0.663262,0.704148,1082290021,252469147
1900,1903.61,0.663199,0.70374,1082290021,252471058
1900,1907.23,0.663106,0.703153,1082290021,252474042
1900,1907.87,0.663045,0.702754,1082290021,252476003
1950,1919.77,0.662988,0.702358,1082290020,252477963
1950,1946.82,0.662929,0.701965,1082290019,252479923
1950,1953.82,0.662877,0.701611,1082290019,252481883
1950,1957.4,0.662814,0.701252,1082290019,252483843
1950,1957.99,0.662765,0.700884,1082290019,252485803
2000,1969.11,0.662708,0.700516,1082290019,252487763
2000,1995.41,0.662655,0.700156,1082290019,252489723
2000,2003.61,0.662602,0.699815,1082290019,252491683
2000,2007.65,0.66255,0.699474,1082290018,252493643
2000,2008.55,0.662499,0.699134,1082290018,252495603
2050,2019.23,0.662444,0.698803,1082290018,252497563
2050,2044.61,0.662391,0.698466,1082290017,252499523
2050,2052.85,0.662345,0.698154,1082290017,252501483
2050,2056.57,0.66229,0.697846,1082290016,252503443
2050,2058.4,0.662238,0.697535,1082290015,252505403
2100,2070.11,0.662189,0.697222,1082290015,252507363
2100,2096.91,0.662143,0.696907,1082290014,252509323
2100,2103.42,0.662095,0.696617,1082290014,252511283
2100,2106.94,0.662049,0.696329,1082290014,252513243
2100,2107.88,0.662007,0.69603,1082290014,252515203
2150,2119.55,0.66196,0.69574,1082290014,252517113
2150,2145.76,0.661897,0.695311,1082290013,252520097
2150,2153.27,0.661856,0.695044,1082290012,252522059
2150,2156.96,0.661812,0.69477,1082290013,252524019
2150,2158.24,0.66177,0.694495,1082290013,252525979
2200,2169.01,0.661736,0.694214,1082290011,252527939
2200,2194.91,0.661692,0.69395,1082290011,252529899
2200,2202.38,0.661653,0.693694,1082290012,252531859
2200,2206.54,0.661615,0.693441,1082290011,252533819
2200,2208.68,0.66158,0.693181,1082290011,252535779
2250,2219.65,0.661547,0.692912,1082290010,252537739
2250,2246.69,0.661509,0.692653,1082290011,252539699
2250,2252.65,0.661478,0.692411,1082290010,252541659
2250,2256.13,0.661451,0.692174,1082290010,252543619
2250,2258.02,0.661414,0.691937,1082290010,252545579
2300,2269.97,0.66138,0.691689,1082290009,252547539
2300,2296.53,0.661352,0.691445,1082290009,252549499
2300,2303.37,0.661326,0.691216,1082290009,252551459
2300,2305.01,0.661291,0.690987,1082290009,252553419
2300,2305.02,0.661261,0.690756,1082290008,252555379
2350,2327.29,0.661224,0.690526,1082290007,252557339
2350,2348.02,0.661191,0.690303,1082290007,252559299
2350,2353.17,0.661172,0.69009,1082290006,252561259
2350,2356.54,0.661149,0.689872,1082290006,252563169
2350,2358.16,0.661107,0.689554,1082290005,252566153
2400,2368.74,0.661078,0.689333,1082290005,252568115
2400,2394.04,0.661048,0.68912,1082290005,252570075
2400,2402.31,0.661027,0.688925,1082290005,252572035
2400,2405.95,0.661001,0.688726,1082290005,252573995
2400,2408.8,0.660977,0.688518,1082290004,252575955
2450,2419.42,0.660957,0.688319,1082290004,252577915
2450,2443.6,0.660935,0.68812,1082290004,252579875
2450,2452.06,0.660912,0.687934,1082290003,252581835
2450,2455.77,0.660895,0.687749,1082290003,252583795
2450,2458.84,0.660878,0.687549,1082290001,252585755
2500,2469.76,0.660856,0.687357,1082290002,252587715
2500,2493.52,0.66083,0.687173,1082290001,252589675
2500,2502.15,0.66081,0.686993,1082290001,252591635
2500,2505.92,0.66079,0.686815,1082290002,252593595
